date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:41:10	173/173	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Mar%202011%2022:34:30%20GMT	http://www.guidetypo3.com/fileadmin/templates/v1/images/nav-bg-left.png	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/fileadmin/templates/v1/images/nav-bg-left.png	(from http://www.guidetypo3.com/tutoriaux.html)
14:41:10	182/182	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Mar%202011%2022:34:31%20GMT	http://www.guidetypo3.com/fileadmin/templates/v1/images/nav-bg-right.png	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/fileadmin/templates/v1/images/nav-bg-right.png	(from http://www.guidetypo3.com/tutoriaux.html)
14:41:13	1562/1562	---M--	200	added ('OK')	image/png	etag:%22vdca%22	http://1.bp.blogspot.com/_5rlxf3T9Z9U/SsIX7-C1GYI/AAAAAAAADco/5XubUJ34o2c/warning_32.png	C:/My%20Web%20Sites/TYPO3/1.bp.blogspot.com/_5rlxf3T9Z9U/SsIX7-C1GYI/AAAAAAAADco/5XubUJ34o2c/warning_32.png	(from http://www.guidetypo3.com/tutoriaux.html)
14:41:13	37768/37768	---MC-	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202019%2013:38:59%20GMT	http://www.guidetypo3.com/recherche/mots-cles/{term}/	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/recherche/mots-cles/{term}/index.html	(from http://www.guidetypo3.com/tutoriaux.html)
14:41:14	287/287	---M--	200	added ('OK')	image/gif	date:Thu,%2003%20Mar%202011%2022:34:08%20GMT	http://www.guidetypo3.com/fileadmin/templates/v1/images/bullet_triangle_2.gif	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/fileadmin/templates/v1/images/bullet_triangle_2.gif	(from http://www.guidetypo3.com/tutoriaux.html)
14:41:16	871/871	---M--	200	added ('OK')	image/png	etag:%223873f7f8da99038510ccd5165b9fbc33%22	http://graphics8.nytimes.com/images/global/word_reference/ref_bubble.png	C:/My%20Web%20Sites/TYPO3/graphics8.nytimes.com/images/global/word_reference/ref_bubble.png	(from http://www.guidetypo3.com/tutoriaux.html)
14:41:17	1535/1535	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Mar%202011%2022:34:17%20GMT	http://www.guidetypo3.com/fileadmin/templates/v1/images/download.png	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/fileadmin/templates/v1/images/download.png	(from http://www.guidetypo3.com/tutoriaux.html)
14:41:17	920/920	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Mar%202011%2022:27:59%20GMT	http://www.guidetypo3.com/fileadmin/images/btn/btn-vide.png	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/fileadmin/images/btn/btn-vide.png	(from http://www.guidetypo3.com/tutoriaux.html)
14:41:18	6151/6151	---M--	200	added ('OK')	application/javascript	date:Thu,%2003%20Mar%202011%2022:35:00%20GMT	http://www.guidetypo3.com/fileadmin/templates/v1/js/jquery.lazyload.js	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/fileadmin/templates/v1/js/jquery.lazyload.js	(from http://www.guidetypo3.com/tutoriaux.html)
14:41:19	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Thu,%2028%20Nov%202019%2013:39:08%20GMT	http://www.guidetypo3.com/feed.html	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/feed.html	(from http://www.guidetypo3.com/tutoriaux.html)
14:41:21	160712/160712	---M--	200	added ('OK')	application/javascript	date:Thu,%2003%20Mar%202011%2022:34:58%20GMT	http://www.guidetypo3.com/fileadmin/templates/v1/js/jquery-1.4.1.js	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/fileadmin/templates/v1/js/jquery-1.4.1.js	(from http://www.guidetypo3.com/tutoriaux.html)
14:41:21	5611/5611	---MC-	200	added ('OK')	text/xml	date:Thu,%2028%20Nov%202019%2013:39:08%20GMT	http://www.guidetypo3.com/?type=100	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/indexee9f.html	(from http://www.guidetypo3.com/tutoriaux.html)
14:41:23	7266/7266	---M--	200	added ('OK')	image/png	date:Wed,%2011%20May%202011%2021:48:59%20GMT	http://www.guidetypo3.com/fileadmin/templates/v1/images/logo.png	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/fileadmin/templates/v1/images/logo.png	(from http://www.guidetypo3.com/tutoriaux.html)
14:41:23	34515/34515	---MC-	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202019%2013:39:10%20GMT	http://www.guidetypo3.com/	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/index.html	(from http://www.guidetypo3.com/tutoriaux.html)
14:41:28	20763/20763	---MC-	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202019%2013:39:12%20GMT	http://www.guidetypo3.com/extensions.html	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/extensions.html	(from http://www.guidetypo3.com/tutoriaux.html)
14:41:29	25639/25639	---MC-	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202019%2013:39:14%20GMT	http://www.guidetypo3.com/trucs-et-astuces.html	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/trucs-et-astuces.html	(from http://www.guidetypo3.com/tutoriaux.html)
14:41:33	22398/22398	---MC-	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202019%2013:39:20%20GMT	http://www.guidetypo3.com/typoscript.html	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/typoscript.html	(from http://www.guidetypo3.com/tutoriaux.html)
14:41:34	21728/21728	---MC-	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202019%2013:39:20%20GMT	http://www.guidetypo3.com/telechargements.html	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/telechargements.html	(from http://www.guidetypo3.com/tutoriaux.html)
14:41:37	22713/22713	---MC-	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202019%2013:39:23%20GMT	http://www.guidetypo3.com/contact.html	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/contact.html	(from http://www.guidetypo3.com/tutoriaux.html)
14:41:38	28273/28273	---MC-	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202019%2013:39:24%20GMT	http://www.guidetypo3.com/proposer-un-article.html	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/proposer-un-article.html	(from http://www.guidetypo3.com/tutoriaux.html)
14:41:40	305667/305667	---M--	200	added ('OK')	application/javascript	date:Thu,%2003%20Mar%202011%2022:34:59%20GMT	http://www.guidetypo3.com/fileadmin/templates/v1/js/jquery-ui.js	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/fileadmin/templates/v1/js/jquery-ui.js	(from http://www.guidetypo3.com/tutoriaux.html)
14:41:40	316/316	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Mar%202011%2022:29:11%20GMT	http://www.guidetypo3.com/fileadmin/images/icones/sitemap.png	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/fileadmin/images/icones/sitemap.png	(from http://www.guidetypo3.com/tutoriaux.html)
14:41:41	48785/48785	---MC-	200	added ('OK')	application/javascript	date:Thu,%2028%20Nov%202019%2013:39:08%20GMT	https://apis.google.com/js/plusone.js	C:/My%20Web%20Sites/TYPO3/apis.google.com/js/plusone.js	(from http://www.guidetypo3.com/tutoriaux.html)
14:41:41	364/364	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Mar%202011%2022:29:08%20GMT	http://www.guidetypo3.com/fileadmin/images/icones/showreel.png	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/fileadmin/images/icones/showreel.png	(from http://www.guidetypo3.com/tutoriaux.html)
14:41:41	23402/23402	---MC-	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202019%2013:39:29%20GMT	http://www.guidetypo3.com/tutoriaux/article/le-package-typo3.html	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/tutoriaux/article/le-package-typo3.html	(from http://www.guidetypo3.com/tutoriaux.html)
14:41:42	455/455	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Mar%202011%2022:28:18%20GMT	http://www.guidetypo3.com/fileadmin/images/icones/category.png	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/fileadmin/images/icones/category.png	(from http://www.guidetypo3.com/tutoriaux.html)
14:41:42	24763/24763	---MC-	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202019%2013:39:30%20GMT	http://www.guidetypo3.com/tutoriaux/article/installation-en-mode-123.html	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/tutoriaux/article/installation-en-mode-123.html	(from http://www.guidetypo3.com/tutoriaux.html)
14:41:45	458/458	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Mar%202011%2022:28:15%20GMT	http://www.guidetypo3.com/fileadmin/images/icones/business-contact.png	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/fileadmin/images/icones/business-contact.png	(from http://www.guidetypo3.com/tutoriaux.html)
14:41:45	24619/24619	---MC-	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202019%2013:39:33%20GMT	http://www.guidetypo3.com/tutoriaux/article/gestion-de-larborescence.html	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/tutoriaux/article/gestion-de-larborescence.html	(from http://www.guidetypo3.com/tutoriaux.html)
14:41:47	25109/25109	---MC-	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202019%2013:39:34%20GMT	http://www.guidetypo3.com/tutoriaux/article/les-differents-types-de-pages-de-contenus.html	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/tutoriaux/article/les-differents-types-de-pages-de-contenus.html	(from http://www.guidetypo3.com/tutoriaux.html)
14:41:47	784/784	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Mar%202011%2022:28:21%20GMT	http://www.guidetypo3.com/fileadmin/images/icones/config.png	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/fileadmin/images/icones/config.png	(from http://www.guidetypo3.com/tutoriaux.html)
14:41:48	24393/24393	---MC-	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202019%2013:39:37%20GMT	http://www.guidetypo3.com/tutoriaux/article/configuration-de-ladministrateur-systeme.html	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/tutoriaux/article/configuration-de-ladministrateur-systeme.html	(from http://www.guidetypo3.com/tutoriaux.html)
14:41:49	485/485	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Mar%202011%2022:28:07%20GMT	http://www.guidetypo3.com/fileadmin/images/icones/administrative-docs.png	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/fileadmin/images/icones/administrative-docs.png	(from http://www.guidetypo3.com/tutoriaux.html)
14:41:50	443/443	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Mar%202011%2022:28:59%20GMT	http://www.guidetypo3.com/fileadmin/images/icones/photography.png	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/fileadmin/images/icones/photography.png	(from http://www.guidetypo3.com/tutoriaux.html)
14:41:50	23184/23184	---MC-	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202019%2013:39:38%20GMT	http://www.guidetypo3.com/tutoriaux/article/securite-sur-les-pages.html	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/tutoriaux/article/securite-sur-les-pages.html	(from http://www.guidetypo3.com/tutoriaux.html)
14:41:51	444/444	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Mar%202011%2022:28:13%20GMT	http://www.guidetypo3.com/fileadmin/images/icones/bookmark.png	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/fileadmin/images/icones/bookmark.png	(from http://www.guidetypo3.com/tutoriaux.html)
14:41:51	21258/21258	---MC-	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202019%2013:39:39%20GMT	http://www.guidetypo3.com/tutoriaux/article/gestion-de-contenus.html	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/tutoriaux/article/gestion-de-contenus.html	(from http://www.guidetypo3.com/tutoriaux.html)
14:41:52	520/520	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Mar%202011%2022:28:48%20GMT	http://www.guidetypo3.com/fileadmin/images/icones/link.png	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/fileadmin/images/icones/link.png	(from http://www.guidetypo3.com/tutoriaux.html)
14:41:52	21230/21230	---MC-	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202019%2013:39:40%20GMT	http://www.guidetypo3.com/tutoriaux/article/mise-en-forme-du-texte.html	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/tutoriaux/article/mise-en-forme-du-texte.html	(from http://www.guidetypo3.com/tutoriaux.html)
14:41:53	421/421	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Mar%202011%2022:28:43%20GMT	http://www.guidetypo3.com/fileadmin/images/icones/illustration.png	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/fileadmin/images/icones/illustration.png	(from http://www.guidetypo3.com/tutoriaux.html)
14:41:53	740/740	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Mar%202011%2022:28:36%20GMT	http://www.guidetypo3.com/fileadmin/images/icones/flag.png	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/fileadmin/images/icones/flag.png	(from http://www.guidetypo3.com/tutoriaux.html)
14:41:53	22978/22978	---MC-	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202019%2013:39:41%20GMT	http://www.guidetypo3.com/tutoriaux/article/gestion-des-liens.html	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/tutoriaux/article/gestion-des-liens.html	(from http://www.guidetypo3.com/tutoriaux.html)
14:41:54	21272/21272	---MC-	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202019%2013:39:42%20GMT	http://www.guidetypo3.com/tutoriaux/article/gestion-des-images.html	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/tutoriaux/article/gestion-des-images.html	(from http://www.guidetypo3.com/tutoriaux.html)
14:41:55	480/480	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Mar%202011%2022:29:00%20GMT	http://www.guidetypo3.com/fileadmin/images/icones/premium.png	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/fileadmin/images/icones/premium.png	(from http://www.guidetypo3.com/tutoriaux.html)
14:41:55	21253/21253	---MC-	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202019%2013:39:43%20GMT	http://www.guidetypo3.com/tutoriaux/article/traductions-des-pages-et-contenus.html	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/tutoriaux/article/traductions-des-pages-et-contenus.html	(from http://www.guidetypo3.com/tutoriaux.html)
14:41:55	451/451	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Mar%202011%2022:28:40%20GMT	http://www.guidetypo3.com/fileadmin/images/icones/graphic-design.png	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/fileadmin/images/icones/graphic-design.png	(from http://www.guidetypo3.com/tutoriaux.html)
14:41:56	21277/21277	---MC-	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202019%2013:39:44%20GMT	http://www.guidetypo3.com/tutoriaux/article/le-langage-typoscript.html	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/tutoriaux/article/le-langage-typoscript.html	(from http://www.guidetypo3.com/tutoriaux.html)
14:41:56	527/527	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Mar%202011%2022:29:03%20GMT	http://www.guidetypo3.com/fileadmin/images/icones/product-design.png	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/fileadmin/images/icones/product-design.png	(from http://www.guidetypo3.com/tutoriaux.html)
14:41:56	21280/21280	---MC-	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202019%2013:39:44%20GMT	http://www.guidetypo3.com/tutoriaux/article/gestion-des-gabarits.html	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/tutoriaux/article/gestion-des-gabarits.html	(from http://www.guidetypo3.com/tutoriaux.html)
14:41:57	578/578	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Mar%202011%2022:29:17%20GMT	http://www.guidetypo3.com/fileadmin/images/icones/upcoming-work.png	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/fileadmin/images/icones/upcoming-work.png	(from http://www.guidetypo3.com/tutoriaux.html)
14:41:57	22312/22312	---MC-	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202019%2013:39:45%20GMT	http://www.guidetypo3.com/tutoriaux/article/gestion-des-css-et-javascript.html	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/tutoriaux/article/gestion-des-css-et-javascript.html	(from http://www.guidetypo3.com/tutoriaux.html)
14:42:00	326/326	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Mar%202011%2022:29:01%20GMT	http://www.guidetypo3.com/fileadmin/images/icones/process.png	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/fileadmin/images/icones/process.png	(from http://www.guidetypo3.com/tutoriaux.html)
14:42:00	21314/21314	---MC-	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202019%2013:39:46%20GMT	http://www.guidetypo3.com/tutoriaux/article/gestion-des-extensions-typo3.html	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/tutoriaux/article/gestion-des-extensions-typo3.html	(from http://www.guidetypo3.com/tutoriaux.html)
14:42:02	490/490	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Mar%202011%2022:28:09%20GMT	http://www.guidetypo3.com/fileadmin/images/icones/attibutes.png	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/fileadmin/images/icones/attibutes.png	(from http://www.guidetypo3.com/tutoriaux.html)
14:42:02	21281/21281	---MC-	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202019%2013:39:49%20GMT	http://www.guidetypo3.com/tutoriaux/article/etendre-les-fonctionnalites.html	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/tutoriaux/article/etendre-les-fonctionnalites.html	(from http://www.guidetypo3.com/tutoriaux.html)
14:42:03	752/752	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Mar%202011%2022:28:26%20GMT	http://www.guidetypo3.com/fileadmin/images/icones/customers.png	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/fileadmin/images/icones/customers.png	(from http://www.guidetypo3.com/tutoriaux.html)
14:42:03	22993/22993	---MC-	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202019%2013:39:51%20GMT	http://www.guidetypo3.com/tutoriaux/article/creer-des-formulaires.html	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/tutoriaux/article/creer-des-formulaires.html	(from http://www.guidetypo3.com/tutoriaux.html)
14:42:04	21081/21081	---MC-	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202019%2013:39:52%20GMT	http://www.guidetypo3.com/tutoriaux/article/gestion-dun-workflow.html	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/tutoriaux/article/gestion-dun-workflow.html	(from http://www.guidetypo3.com/tutoriaux.html)
14:42:07	12644/12644	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20Mar%202011%2022:29:46%20GMT	http://www.guidetypo3.com/fileadmin/images/pubs/t3con_speakers_ad.jpg	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/fileadmin/images/pubs/t3con_speakers_ad.jpg	(from http://www.guidetypo3.com/tutoriaux.html)
14:42:09	19722/19722	---M--	200	added ('OK')	image/gif	date:Thu,%2003%20Mar%202011%2022:29:38%20GMT	http://www.guidetypo3.com/fileadmin/images/pubs/banner_t3_fundraising_180x120.gif	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/fileadmin/images/pubs/banner_t3_fundraising_180x120.gif	(from http://www.guidetypo3.com/tutoriaux.html)
14:42:10	18608/18608	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Mar%202011%2022:29:41%20GMT	http://www.guidetypo3.com/fileadmin/images/pubs/Phoenix_Sprint_5.png	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/fileadmin/images/pubs/Phoenix_Sprint_5.png	(from http://www.guidetypo3.com/tutoriaux.html)
14:42:11	64161/64161	---M--	200	added ('OK')	image/gif	date:Mon,%2021%20Sep%202015%2015:08:17%20GMT	http://cdn.planethoster.net/images/bannieres/FPlanetHoster-728x90-01.gif	C:/My%20Web%20Sites/TYPO3/cdn.planethoster.net/images/bannieres/FPlanetHoster-728x90-01.gif	(from http://www.guidetypo3.com/tutoriaux.html)
14:42:11	45960/45960	---M--	200	added ('OK')	image/gif	date:Mon,%2021%20Sep%202015%2015:08:16%20GMT	http://cdn.planethoster.net/images/bannieres/FPlanetHoster-200x200-01.gif	C:/My%20Web%20Sites/TYPO3/cdn.planethoster.net/images/bannieres/FPlanetHoster-200x200-01.gif	(from http://www.guidetypo3.com/tutoriaux.html)
14:42:13	2992/2992	---M--	200	added ('OK')	image/gif	date:Mon,%2021%20Sep%202015%2015:08:16%20GMT	http://cdn.planethoster.net/images/bannieres/Fbutton-88x31-02.gif	C:/My%20Web%20Sites/TYPO3/cdn.planethoster.net/images/bannieres/Fbutton-88x31-02.gif	(from http://www.guidetypo3.com/tutoriaux.html)
14:42:13	17434/17434	---MC-	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202019%2013:40:00%20GMT	http://www.guidetypo3.com/mentions-legales.html	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/mentions-legales.html	(from http://www.guidetypo3.com/tutoriaux.html)
14:42:14	20180/20180	---MC-	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202019%2013:40:01%20GMT	http://www.guidetypo3.com/plan-du-site.html	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/plan-du-site.html	(from http://www.guidetypo3.com/tutoriaux.html)
14:42:14	2179/2179	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Mar%202011%2022:34:29%20GMT	http://www.guidetypo3.com/fileadmin/templates/v1/images/logo_typo3.png	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/fileadmin/templates/v1/images/logo_typo3.png	(from http://www.guidetypo3.com/tutoriaux.html)
14:42:15	295/295	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Mar%202011%2022:34:03%20GMT	http://www.guidetypo3.com/fileadmin/templates/v1/images/background.png	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/fileadmin/templates/v1/images/background.png	(from http://www.guidetypo3.com/fileadmin/templates/v1/css/style-v11.css)
14:42:15	1555/1555	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Mar%202011%2022:34:39%20GMT	http://www.guidetypo3.com/fileadmin/templates/v1/images/rss.png	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/fileadmin/templates/v1/images/rss.png	(from http://www.guidetypo3.com/fileadmin/templates/v1/css/style-v11.css)
14:42:15	865/865	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Mar%202011%2022:34:17%20GMT	http://www.guidetypo3.com/fileadmin/templates/v1/images/facebook.png	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/fileadmin/templates/v1/images/facebook.png	(from http://www.guidetypo3.com/fileadmin/templates/v1/css/style-v11.css)
14:42:15	964/964	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Mar%202011%2022:34:42%20GMT	http://www.guidetypo3.com/fileadmin/templates/v1/images/twitter.png	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/fileadmin/templates/v1/images/twitter.png	(from http://www.guidetypo3.com/fileadmin/templates/v1/css/style-v11.css)
14:42:16	928/928	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Mar%202011%2022:34:05%20GMT	http://www.guidetypo3.com/fileadmin/templates/v1/images/blogger.png	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/fileadmin/templates/v1/images/blogger.png	(from http://www.guidetypo3.com/fileadmin/templates/v1/css/style-v11.css)
14:42:16	277/277	---M--	200	added ('OK')	image/gif	date:Thu,%2003%20Mar%202011%2022:34:33%20GMT	http://www.guidetypo3.com/fileadmin/templates/v1/images/nav_div.gif	C:/My%20Web%20Sites/TYPO3/www.guidetypo3.com/fileadmin/templates/v1/images/nav_div.gif	(from http://www.guidetypo3.com/fileadmin/templates/v1/css/style-v11.css)
